Subject,Trial,Gaussian_Centroid,Standard_Deviation,Reaction_Time,Secondary_Task_Acc,Net_Cognitive_Load,Speed,Number_of_Fish,Turbidity,CameraDistance,Fish_Type
5,10,1,0.1,-0.956764112409917,-0.6506017212959,-1.55068767412522,7,10,3,1,2
5,11,1,0.1,2.44363553214356,2.6721142124653,-0.019405715848498,3,12,3,1,1
5,12,1,0.1,0.369728422198074,2.6721142124653,1.17601422287236,7,12,3,1,1
5,13,1,0.1,0.107123301133548,-0.395008187929654,0.00752920149728162,7,8,3,2,1
5,14,1,0.1,-0.24301686028582,-0.395008187929654,0.0970261078139507,3,12,7,2,0
5,15,1,0.1,-0.357485759211383,-0.395008187929654,-0.000338379837561208,7,8,7,2,0
5,16,1,0.1,-1.07123301133548,-0.395008187929654,1.92196481623305,3,12,3,2,2
5,17,1,0.1,-1.165501516333,-0.6506017212959,-0.820206343420049,3,10,3,1,2
5,18,1,0.1,-0.559489698491788,1.13855301226782,0.0676256265046803,3,10,3,1,0
5,19,1,0.1,-0.344018829926022,-0.6506017212959,1.03061643041908,7,10,7,2,1
5,20,1,0.1,-0.707625920630751,-0.6506017212959,0.37425857542674,3,10,7,1,0
5,21,1,0.1,-0.552756233849107,1.13855301226782,0.0882761932190744,7,10,7,1,1
5,22,1,0.1,-0.822094819556314,-0.395008187929654,-0.227660851455469,7,8,7,1,2
5,23,1,0.1,-0.465221193494265,-0.395008187929654,0.555661492616064,7,12,7,1,0
5,24,1,0.1,-0.795160960985593,-0.395008187929654,-1.00081128077359,7,8,3,2,0
6,1,1,0.1,0.233148016104067,-0.401593372583645,-0.219322595010046,3,8,7,2,1
6,2,1,0.1,2.25361710552058,0.912712210417374,-0.292787050157302,7,12,3,2,1
6,3,1,0.1,0.111390490191631,0.912712210417374,-0.129634310212994,3,8,7,1,0
6,4,1,0.1,0.813702016469159,-0.401593372583645,-0.241221517720535,3,8,7,2,0
6,5,1,0.1,-0.336818373312119,-0.839695233583985,-0.068160415676044,7,10,7,2,2
6,6,1,0.1,2.91004898435284,2.22701779341839,-0.434608653408878,7,10,3,1,1
6,7,1,0.1,-0.0915387196624291,-0.401593372583645,-0.165465420856152,3,8,3,1,2
6,8,1,0.1,0.0690400463960008,-0.401593372583645,-0.117954297380693,3,8,7,1,2
6,9,1,0.1,0.40784359676104,-0.401593372583645,-0.0973740395697562,7,12,7,1,0
6,10,1,0.1,-0.66503431272825,-0.839695233583985,0.330251161025453,7,10,7,1,2
6,11,1,0.1,-0.430342270027468,-0.401593372583645,-0.286324804445848,7,12,7,2,0
6,12,1,0.1,-0.864434318932674,-0.839695233583985,0.0709967180649708,3,10,7,2,2
6,13,1,0.1,-0.118007747034698,-0.401593372583645,0.0173634722638821,3,8,3,1,0
6,14,1,0.1,1.42954805333061,-0.839695233583985,-0.227804623351133,3,10,3,2,0
6,15,1,0.1,-0.779733431341415,-0.401593372583645,-0.324882582279927,3,12,3,2,1
6,16,1,0.1,0.317848903695326,-0.401593372583645,-0.280890800477307,7,8,3,2,2
6,17,1,0.1,-1.05677591783783,0.912712210417374,0.38292388116059,3,12,7,1,1
